Learner_ID,Enrollment_Date,Cohort_Month,Course_Category,Plan_Type,Plan_Fee_INR,Payment_Method,Lead_Source,Device_Type,Employment_Status,Age,Gender,City_Tier,Program_Duration_Weeks,Status,Completion_Pct,Dropout_Week,Dropout_Reason,Last_Active_Date,Videos_Watched,Assignments_Submitted,Mentor_Sessions,Avg_Weekly_Hours,Login_Days_Per_Week,NPS_Score,Placement_Eligible,Placed,Placement_Salary_INR,Placement_Company_Tier
LRN-11918,2022-10-19,2022-10,Web Development,Monthly,2999,Debit Card,Email Campaign,Desktop,Student,27,Other,Tier 1,20,Dropped,55.0,11.0,Financial reasons,2023-01-04,15,1,0,1.3,1.2,4,False,False,,
LRN-11919,2023-04-05,2023-04,Digital Marketing,Annual,24999,UPI,Social Media,Desktop,Student,30,Other,Tier 2,16,Completed,98.8,,,2023-07-26,45,14,12,7.4,4.3,7,True,True,1103218.0,Tier 3
LRN-11920,2022-08-28,2022-08,Digital Marketing,Annual,24999,Net Banking,Email Campaign,Mobile,Freelancer,38,Other,Tier 1,16,Dropped,31.2,5.0,Lost interest,2022-10-02,7,2,2,5.0,1.6,3,False,False,,
LRN-11921,2023-07-01,2023-07,Web Development,Monthly,2999,Credit Card,Organic Search,Mobile,Working Professional,28,Male,Tier 3,20,Active,85.0,,,2023-10-28,37,13,5,5.6,2.9,6,False,False,,
LRN-11922,2022-09-02,2022-09,Data Science & Analytics,Quarterly,7999,Debit Card,Paid Ads,Desktop,Working Professional,20,Male,Tier 3,24,Completed,97.3,,,2023-02-17,62,24,7,9.4,3.9,9,True,False,,
LRN-11923,2022-11-13,2022-11,Web Development,Annual,24999,Credit Card,Organic Search,Desktop,Working Professional,33,Female,Tier 3,20,Completed,98.2,,,2023-04-02,57,18,10,6.3,4.2,10,True,True,1045858.0,Tier 2
LRN-11924,2023-04-26,2023-04,UI/UX Design,Quarterly,7999,UPI,Paid Ads,Desktop,Working Professional,27,Female,Tier 2,18,Dropped,22.2,4.0,Lost interest,2023-05-24,3,2,1,4.4,2.4,4,False,False,,
LRN-11925,2022-07-18,2022-07,UI/UX Design,Quarterly,7999,Net Banking,Email Campaign,Tablet,Working Professional,32,Female,Tier 2,18,Completed,96.7,,,2022-11-21,68,17,5,11.5,4.6,10,True,False,,
LRN-11926,2023-01-12,2023-01,Data Science & Analytics,Annual,24999,Debit Card,Referral,Desktop,Working Professional,20,Other,Tier 1,24,Active,33.3,,,2023-03-09,17,5,4,7.5,3.2,7,False,False,,
LRN-11927,2023-11-26,2023-11,Digital Marketing,Monthly,2999,Debit Card,Organic Search,Tablet,Student,37,Female,Tier 1,16,Completed,95.7,,,2024-03-17,51,12,12,7.2,4.7,10,True,True,484909.0,Tier 1
LRN-11928,2023-08-08,2023-08,Web Development,Quarterly,7999,Debit Card,Email Campaign,Mobile,Freelancer,28,Other,Tier 3,20,Dropped,15.0,3.0,Got a job / no longer needed,2023-08-29,5,1,3,3.1,2.6,5,False,False,,
LRN-11929,2023-03-28,2023-03,UI/UX Design,Quarterly,7999,Credit Card,Referral,Tablet,Student,24,Female,Tier 2,18,Completed,96.0,,,2023-08-01,63,15,6,12.1,5.9,7,True,True,489614.0,Tier 2
LRN-11930,2023-04-18,2023-04,Data Science & Analytics,Monthly,2999,Net Banking,Social Media,Tablet,Freelancer,22,Female,Tier 1,24,Active,83.3,,,2023-09-05,31,16,5,9.0,2.9,8,False,False,,
LRN-11931,2022-10-16,2022-10,Data Science & Analytics,Annual,24999,Net Banking,Referral,Mobile,Working Professional,32,Male,Tier 1,24,Completed,95.9,,,2023-04-02,86,22,7,11.1,4.6,10,True,True,1000475.0,Tier 3
LRN-11932,2023-01-27,2023-01,Web Development,Quarterly,7999,Net Banking,Paid Ads,Mobile,Student,19,Other,Tier 1,20,Dropped,5.0,1.0,Content too difficult,2023-02-03,1,0,1,1.9,1.8,4,False,False,,
LRN-11933,2023-05-30,2023-05,Digital Marketing,Annual,24999,Debit Card,Organic Search,Desktop,Student,26,Female,Tier 3,16,Completed,97.8,,,2023-09-19,62,13,4,13.7,6.0,7,True,False,,
LRN-11934,2023-06-25,2023-06,UI/UX Design,Annual,24999,Net Banking,Social Media,Tablet,Job Seeker,21,Other,Tier 1,18,Dropped,94.4,17.0,Poor mentor support,2023-10-22,5,1,0,3.5,0.9,1,False,False,,
LRN-11935,2023-03-05,2023-03,UI/UX Design,Monthly,2999,Credit Card,Paid Ads,Mobile,Working Professional,31,Female,Tier 1,18,Dropped,83.3,15.0,Lost interest,2023-06-18,16,2,0,3.4,0.9,3,False,False,,
LRN-11936,2022-06-15,2022-06,Digital Marketing,Monthly,2999,UPI,Organic Search,Desktop,Working Professional,24,Other,Tier 2,16,Completed,100.0,,,2022-10-05,47,15,9,7.7,5.4,8,True,False,,
LRN-11937,2022-07-24,2022-07,Data Science & Analytics,Quarterly,7999,UPI,Paid Ads,Desktop,Student,33,Other,Tier 1,24,Completed,95.5,,,2023-01-08,81,19,7,6.4,4.7,10,True,True,828235.0,Tier 3
LRN-11938,2023-09-12,2023-09,Web Development,Quarterly,7999,Debit Card,Social Media,Mobile,Job Seeker,28,Other,Tier 2,20,Completed,95.8,,,2024-01-30,73,20,12,7.9,5.0,8,True,False,,
LRN-11939,2022-05-22,2022-05,Data Science & Analytics,Monthly,2999,Net Banking,Referral,Mobile,Working Professional,37,Male,Tier 1,24,Dropped,16.7,4.0,Lost interest,2022-06-19,8,1,2,1.1,2.8,2,False,False,,
LRN-11940,2022-09-14,2022-09,Web Development,Quarterly,7999,Debit Card,Organic Search,Desktop,Working Professional,27,Other,Tier 3,20,Dropped,5.0,1.0,Poor mentor support,2022-09-21,2,1,2,3.1,1.2,3,False,False,,
LRN-11941,2022-02-23,2022-02,Digital Marketing,Monthly,2999,Debit Card,Paid Ads,Mobile,Job Seeker,36,Other,Tier 3,16,Completed,96.7,,,2022-06-15,64,12,5,11.6,5.3,10,True,False,,
LRN-11942,2023-10-19,2023-10,Web Development,Monthly,2999,UPI,Referral,Desktop,Freelancer,30,Other,Tier 2,20,Completed,95.1,,,2024-03-07,53,20,8,6.7,5.4,7,True,True,461228.0,Tier 3
LRN-11943,2023-05-08,2023-05,Digital Marketing,Quarterly,7999,Debit Card,Organic Search,Mobile,Working Professional,33,Male,Tier 1,16,Completed,99.5,,,2023-08-28,47,13,12,13.5,3.8,7,True,True,1145189.0,Startup
LRN-11944,2023-01-16,2023-01,UI/UX Design,Monthly,2999,Debit Card,Social Media,Mobile,Student,19,Male,Tier 2,18,Completed,98.9,,,2023-05-22,61,15,10,8.9,4.9,10,True,False,,
LRN-11945,2023-07-22,2023-07,Data Science & Analytics,Monthly,2999,Net Banking,Social Media,Mobile,Job Seeker,25,Other,Tier 1,24,Dropped,12.5,3.0,Got a job / no longer needed,2023-08-12,4,0,1,0.8,1.1,5,False,False,,
LRN-11946,2022-04-16,2022-04,Data Science & Analytics,Quarterly,7999,Net Banking,Social Media,Mobile,Working Professional,36,Female,Tier 2,24,Completed,98.3,,,2022-10-01,82,23,12,9.4,3.9,8,True,True,449110.0,Tier 1
LRN-11947,2023-12-30,2023-12,Web Development,Monthly,2999,Debit Card,Organic Search,Mobile,Working Professional,35,Male,Tier 2,20,Dropped,20.0,4.0,Lost interest,2024-01-27,1,0,2,2.2,2.6,5,False,False,,
LRN-11948,2023-06-13,2023-06,UI/UX Design,Quarterly,7999,Credit Card,Organic Search,Mobile,Working Professional,20,Male,Tier 2,18,Completed,99.7,,,2023-10-17,53,17,11,13.3,5.6,9,True,False,,
LRN-11949,2022-05-08,2022-05,Digital Marketing,Monthly,2999,Debit Card,Paid Ads,Mobile,Working Professional,20,Other,Tier 2,16,Completed,95.5,,,2022-08-28,56,14,10,10.0,5.1,8,True,True,363917.0,Tier 2
LRN-11950,2022-10-19,2022-10,Web Development,Annual,24999,Net Banking,Referral,Desktop,Working Professional,21,Male,Tier 1,20,Dropped,35.0,7.0,Content too difficult,2022-12-07,13,2,2,4.4,0.5,3,False,False,,
LRN-11951,2022-03-27,2022-03,Web Development,Quarterly,7999,Net Banking,Organic Search,Mobile,Working Professional,38,Other,Tier 2,20,Dropped,40.0,8.0,Content too difficult,2022-05-22,5,1,3,3.6,3.0,4,False,False,,
LRN-11952,2022-06-14,2022-06,UI/UX Design,Monthly,2999,Debit Card,Paid Ads,Desktop,Working Professional,29,Male,Tier 3,18,Dropped,55.6,10.0,Lack of time,2022-08-23,7,4,3,3.0,1.8,3,False,False,,
LRN-11953,2022-10-07,2022-10,Digital Marketing,Quarterly,7999,UPI,Organic Search,Mobile,Student,26,Male,Tier 2,16,Completed,96.0,,,2023-01-27,59,15,4,7.4,5.8,8,True,True,354629.0,Tier 3
LRN-11954,2023-04-06,2023-04,Digital Marketing,Annual,24999,Credit Card,Referral,Mobile,Student,22,Male,Tier 3,16,Completed,95.3,,,2023-07-27,54,15,10,12.7,5.0,8,True,False,,
LRN-11955,2023-06-10,2023-06,Web Development,Quarterly,7999,UPI,Organic Search,Mobile,Job Seeker,33,Female,Tier 3,20,Completed,96.8,,,2023-10-28,69,17,7,11.4,3.5,10,True,True,809177.0,Tier 3
LRN-11956,2022-05-31,2022-05,UI/UX Design,Monthly,2999,UPI,Social Media,Desktop,Working Professional,24,Female,Tier 1,18,Dropped,22.2,4.0,Content too difficult,2022-06-28,7,1,3,2.6,1.1,3,False,False,,
LRN-11957,2023-03-24,2023-03,Data Science & Analytics,Quarterly,7999,Net Banking,Social Media,Mobile,Freelancer,30,Female,Tier 2,24,Active,41.7,,,2023-06-02,19,6,2,8.0,4.3,8,False,False,,
LRN-11958,2022-04-04,2022-04,Data Science & Analytics,Quarterly,7999,Net Banking,Email Campaign,Desktop,Student,22,Female,Tier 2,24,Completed,96.2,,,2022-09-19,74,23,9,6.6,4.9,9,True,False,,
LRN-11959,2022-08-16,2022-08,UI/UX Design,Annual,24999,Net Banking,Organic Search,Mobile,Job Seeker,36,Male,Tier 3,18,Completed,97.5,,,2022-12-20,51,14,7,8.1,4.5,7,True,True,858420.0,Tier 2
LRN-11960,2023-04-07,2023-04,UI/UX Design,Monthly,2999,Net Banking,Paid Ads,Desktop,Working Professional,26,Male,Tier 2,18,Dropped,11.1,2.0,Financial reasons,2023-04-21,3,0,2,4.0,1.6,3,False,False,,
LRN-11961,2022-12-24,2022-12,Data Science & Analytics,Monthly,2999,Net Banking,Paid Ads,Desktop,Job Seeker,23,Female,Tier 1,24,Dropped,58.3,14.0,Content too difficult,2023-04-01,26,2,2,5.0,2.3,2,False,False,,
LRN-11962,2022-01-28,2022-01,UI/UX Design,Monthly,2999,Credit Card,Referral,Desktop,Working Professional,24,Other,Tier 3,18,Completed,98.2,,,2022-06-03,63,17,8,9.9,5.7,8,True,False,,
LRN-11963,2023-03-01,2023-03,Web Development,Quarterly,7999,Credit Card,Organic Search,Desktop,Working Professional,27,Female,Tier 2,20,Completed,99.4,,,2023-07-19,55,19,12,6.8,6.5,8,True,False,,
LRN-11964,2022-02-24,2022-02,Web Development,Monthly,2999,Net Banking,Organic Search,Desktop,Job Seeker,26,Male,Tier 2,20,Dropped,65.0,13.0,Poor mentor support,2022-05-26,13,1,2,1.6,1.9,1,False,False,,
LRN-11965,2023-02-10,2023-02,Digital Marketing,Monthly,2999,Net Banking,Social Media,Desktop,Working Professional,29,Other,Tier 3,16,Active,93.8,,,2023-05-26,29,7,3,8.4,2.2,6,False,False,,
LRN-11966,2023-05-30,2023-05,Digital Marketing,Monthly,2999,Credit Card,Organic Search,Tablet,Working Professional,32,Female,Tier 1,16,Dropped,62.5,10.0,Lack of time,2023-08-08,10,3,3,2.1,0.8,5,False,False,,
LRN-11967,2023-01-18,2023-01,UI/UX Design,Quarterly,7999,Credit Card,Organic Search,Desktop,Freelancer,20,Other,Tier 1,18,Dropped,16.7,3.0,Financial reasons,2023-02-08,3,1,2,4.8,1.0,4,False,False,,
LRN-11968,2022-08-30,2022-08,UI/UX Design,Monthly,2999,UPI,Organic Search,Desktop,Job Seeker,36,Female,Tier 1,18,Dropped,33.3,6.0,Lost interest,2022-10-11,7,3,1,2.3,0.7,2,False,False,,
LRN-11969,2023-01-31,2023-01,Web Development,Monthly,2999,Net Banking,Social Media,Mobile,Student,31,Male,Tier 2,20,Completed,99.7,,,2023-06-20,72,19,8,10.9,5.0,9,True,False,,
LRN-11970,2022-03-25,2022-03,UI/UX Design,Monthly,2999,Credit Card,Referral,Mobile,Job Seeker,27,Other,Tier 2,18,Dropped,38.9,7.0,Content too difficult,2022-05-13,2,0,0,2.2,1.1,4,False,False,,
LRN-11971,2023-01-19,2023-01,UI/UX Design,Monthly,2999,UPI,Social Media,Mobile,Working Professional,21,Female,Tier 2,18,Completed,96.7,,,2023-05-25,64,17,6,7.3,5.2,7,True,False,,
LRN-11972,2022-08-18,2022-08,Data Science & Analytics,Quarterly,7999,Net Banking,Social Media,Mobile,Working Professional,32,Other,Tier 1,24,Dropped,4.2,1.0,Poor mentor support,2022-08-25,4,0,2,2.4,0.5,1,False,False,,
LRN-11973,2022-01-29,2022-01,UI/UX Design,Monthly,2999,Net Banking,Organic Search,Desktop,Working Professional,31,Male,Tier 3,18,Completed,99.8,,,2022-06-04,58,17,11,10.4,4.4,10,True,False,,
LRN-11974,2022-11-23,2022-11,Web Development,Annual,24999,UPI,Email Campaign,Mobile,Student,24,Other,Tier 1,20,Dropped,45.0,9.0,Financial reasons,2023-01-25,7,2,2,3.8,2.6,1,False,False,,
LRN-11975,2022-04-12,2022-04,UI/UX Design,Monthly,2999,Credit Card,Referral,Mobile,Working Professional,24,Other,Tier 2,18,Completed,96.2,,,2022-08-16,66,14,9,11.1,5.7,10,True,True,448865.0,Tier 2
LRN-11976,2023-10-28,2023-10,Digital Marketing,Monthly,2999,UPI,Referral,Desktop,Working Professional,21,Female,Tier 2,16,Dropped,18.8,3.0,Technical issues,2023-11-18,1,0,1,1.8,2.4,2,False,False,,
LRN-11977,2022-12-10,2022-12,Web Development,Monthly,2999,UPI,Social Media,Desktop,Working Professional,30,Other,Tier 1,20,Dropped,65.0,13.0,Technical issues,2023-03-11,12,1,0,4.3,2.7,5,False,False,,
LRN-11978,2022-05-30,2022-05,Data Science & Analytics,Monthly,2999,UPI,Social Media,Mobile,Working Professional,20,Female,Tier 2,24,Dropped,8.3,2.0,Technical issues,2022-06-13,2,1,0,1.5,2.0,2,False,False,,
LRN-11979,2022-05-21,2022-05,Data Science & Analytics,Monthly,2999,UPI,Social Media,Desktop,Student,27,Other,Tier 1,24,Completed,99.9,,,2022-11-05,95,20,12,13.7,4.4,8,True,True,762074.0,Tier 2
LRN-11980,2022-02-09,2022-02,Web Development,Quarterly,7999,Net Banking,Organic Search,Desktop,Freelancer,35,Male,Tier 1,20,Active,85.0,,,2022-06-08,38,10,1,5.0,3.4,6,False,False,,
LRN-11981,2022-10-21,2022-10,Web Development,Quarterly,7999,Credit Card,Social Media,Desktop,Working Professional,20,Female,Tier 3,20,Completed,97.5,,,2023-03-10,53,18,4,12.7,3.9,8,True,False,,
LRN-11982,2023-04-29,2023-04,UI/UX Design,Monthly,2999,Credit Card,Organic Search,Mobile,Student,27,Female,Tier 2,18,Completed,95.5,,,2023-09-02,47,17,5,9.9,4.3,7,True,True,1094515.0,Tier 2
LRN-11983,2023-12-14,2023-12,UI/UX Design,Quarterly,7999,Net Banking,Email Campaign,Mobile,Working Professional,34,Male,Tier 2,18,Dropped,27.8,5.0,Got a job / no longer needed,2024-01-18,7,0,3,1.1,1.5,1,False,False,,
LRN-11984,2022-05-23,2022-05,Digital Marketing,Annual,24999,Debit Card,Social Media,Mobile,Working Professional,36,Male,Tier 1,16,Completed,96.1,,,2022-09-12,60,13,9,12.7,3.9,9,True,True,576434.0,Tier 3
LRN-11985,2023-12-24,2023-12,Digital Marketing,Monthly,2999,Credit Card,Organic Search,Desktop,Freelancer,34,Female,Tier 1,16,Dropped,18.8,3.0,Financial reasons,2024-01-14,3,0,1,3.5,0.7,2,False,False,,
LRN-11986,2023-04-26,2023-04,UI/UX Design,Monthly,2999,Credit Card,Social Media,Mobile,Freelancer,36,Male,Tier 1,18,Completed,96.9,,,2023-08-30,53,15,12,7.8,5.3,7,True,True,1004435.0,Tier 3
LRN-11987,2023-04-05,2023-04,Digital Marketing,Monthly,2999,Net Banking,Organic Search,Desktop,Freelancer,20,Other,Tier 2,16,Active,25.0,,,2023-05-03,7,3,5,8.9,5.1,7,False,False,,
LRN-11988,2023-09-23,2023-09,Data Science & Analytics,Monthly,2999,Net Banking,Referral,Desktop,Freelancer,28,Female,Tier 3,24,Completed,97.4,,,2024-03-09,88,22,4,8.2,5.3,7,True,True,787267.0,Tier 3
LRN-11989,2022-01-06,2022-01,Data Science & Analytics,Quarterly,7999,Net Banking,Paid Ads,Mobile,Job Seeker,37,Female,Tier 3,24,Completed,96.9,,,2022-06-23,62,24,7,12.2,4.3,9,True,True,770967.0,Tier 3
LRN-11990,2022-03-23,2022-03,Data Science & Analytics,Annual,24999,Credit Card,Social Media,Mobile,Working Professional,29,Female,Tier 2,24,Completed,96.1,,,2022-09-07,90,24,6,12.4,6.2,10,True,False,,
LRN-11991,2022-01-20,2022-01,Data Science & Analytics,Quarterly,7999,Debit Card,Email Campaign,Desktop,Student,29,Other,Tier 2,24,Completed,96.2,,,2022-07-07,64,19,4,8.1,6.1,10,True,False,,
LRN-11992,2022-09-20,2022-09,UI/UX Design,Monthly,2999,Credit Card,Email Campaign,Mobile,Freelancer,24,Other,Tier 3,18,Dropped,5.6,1.0,Poor mentor support,2022-09-27,3,0,1,4.3,2.4,5,False,False,,
LRN-11993,2022-08-09,2022-08,Digital Marketing,Annual,24999,UPI,Social Media,Tablet,Working Professional,38,Female,Tier 1,16,Completed,95.5,,,2022-11-29,62,14,12,12.2,6.1,8,True,True,587932.0,Tier 1
LRN-11994,2022-06-03,2022-06,Digital Marketing,Monthly,2999,Debit Card,Organic Search,Mobile,Working Professional,31,Female,Tier 1,16,Dropped,18.8,3.0,Financial reasons,2022-06-24,3,1,0,1.7,1.3,1,False,False,,
LRN-11995,2023-07-16,2023-07,Data Science & Analytics,Quarterly,7999,Net Banking,Organic Search,Mobile,Working Professional,23,Male,Tier 2,24,Active,8.3,,,2023-07-30,5,1,1,6.1,5.5,7,False,False,,
LRN-11996,2023-09-16,2023-09,Web Development,Quarterly,7999,UPI,Organic Search,Desktop,Working Professional,29,Other,Tier 2,20,Completed,99.6,,,2024-02-03,73,18,8,14.0,5.6,8,True,False,,
LRN-11997,2023-06-25,2023-06,Digital Marketing,Monthly,2999,Debit Card,Referral,Desktop,Working Professional,29,Female,Tier 1,16,Active,56.2,,,2023-08-27,26,6,5,7.9,5.3,8,False,False,,
LRN-11998,2023-03-10,2023-03,Web Development,Annual,24999,Debit Card,Email Campaign,Tablet,Freelancer,29,Male,Tier 3,20,Dropped,5.0,1.0,Technical issues,2023-03-17,1,1,3,2.6,1.9,2,False,False,,
LRN-11999,2022-04-24,2022-04,UI/UX Design,Monthly,2999,Credit Card,Social Media,Tablet,Freelancer,27,Male,Tier 3,18,Completed,96.9,,,2022-08-28,70,14,4,8.3,4.1,7,True,True,766122.0,Startup
LRN-12000,2022-10-23,2022-10,UI/UX Design,Monthly,2999,Debit Card,Paid Ads,Mobile,Student,23,Female,Tier 2,18,Dropped,38.9,7.0,Lack of time,2022-12-11,8,3,1,3.8,1.3,4,False,False,,
LRN-12001,2022-09-01,2022-09,Digital Marketing,Monthly,2999,Debit Card,Organic Search,Desktop,Job Seeker,28,Male,Tier 2,16,Dropped,25.0,4.0,Technical issues,2022-09-29,7,1,3,1.1,2.7,4,False,False,,
LRN-12002,2022-11-05,2022-11,Data Science & Analytics,Monthly,2999,Net Banking,Social Media,Tablet,Working Professional,26,Other,Tier 1,24,Dropped,100.0,24.0,Lost interest,2023-04-22,31,2,2,2.4,2.6,4,False,False,,
LRN-12003,2022-05-05,2022-05,UI/UX Design,Annual,24999,UPI,Email Campaign,Mobile,Student,38,Male,Tier 1,18,Dropped,11.1,2.0,Poor mentor support,2022-05-19,3,0,1,2.3,0.7,3,False,False,,
LRN-12004,2022-02-18,2022-02,Data Science & Analytics,Quarterly,7999,Debit Card,Organic Search,Desktop,Student,20,Other,Tier 1,24,Completed,97.0,,,2022-08-05,80,21,4,8.6,5.7,8,True,True,1007677.0,Startup
LRN-12005,2022-09-02,2022-09,Data Science & Analytics,Quarterly,7999,Debit Card,Email Campaign,Mobile,Working Professional,24,Other,Tier 2,24,Active,62.5,,,2022-12-16,39,6,3,6.9,2.2,8,False,False,,
LRN-12006,2023-03-06,2023-03,Data Science & Analytics,Annual,24999,Debit Card,Organic Search,Mobile,Working Professional,33,Other,Tier 2,24,Dropped,25.0,6.0,Lost interest,2023-04-17,6,2,2,1.1,0.8,1,False,False,,
LRN-12007,2023-10-17,2023-10,Data Science & Analytics,Monthly,2999,Net Banking,Referral,Tablet,Student,24,Other,Tier 3,24,Completed,97.0,,,2024-04-02,91,21,8,6.7,5.8,9,True,False,,
LRN-12008,2023-09-30,2023-09,UI/UX Design,Quarterly,7999,Net Banking,Referral,Desktop,Job Seeker,26,Female,Tier 1,18,Completed,98.2,,,2024-02-03,55,16,5,8.9,4.9,10,True,False,,
LRN-12009,2023-04-14,2023-04,Digital Marketing,Monthly,2999,UPI,Social Media,Mobile,Working Professional,25,Male,Tier 3,16,Completed,99.0,,,2023-08-04,48,14,9,10.2,3.6,7,True,False,,
LRN-12010,2022-03-06,2022-03,UI/UX Design,Monthly,2999,UPI,Organic Search,Tablet,Working Professional,21,Female,Tier 1,18,Completed,96.6,,,2022-07-10,67,17,9,8.0,5.9,8,True,False,,
LRN-12011,2022-04-24,2022-04,Digital Marketing,Annual,24999,Debit Card,Organic Search,Desktop,Student,19,Male,Tier 1,16,Completed,95.8,,,2022-08-14,63,15,5,10.9,5.1,7,True,False,,
LRN-12012,2023-05-27,2023-05,Digital Marketing,Monthly,2999,Net Banking,Referral,Desktop,Job Seeker,22,Male,Tier 3,16,Completed,97.4,,,2023-09-16,59,13,4,11.8,5.1,7,True,True,918160.0,Startup
LRN-12013,2023-09-04,2023-09,Data Science & Analytics,Monthly,2999,Credit Card,Social Media,Mobile,Student,28,Other,Tier 3,24,Completed,95.2,,,2024-02-19,67,24,4,8.7,6.4,8,True,True,1022737.0,Tier 3
LRN-12014,2023-07-03,2023-07,UI/UX Design,Annual,24999,Credit Card,Referral,Tablet,Freelancer,21,Male,Tier 1,18,Completed,96.5,,,2023-11-06,45,15,5,7.3,6.4,9,True,False,,
LRN-12015,2022-01-17,2022-01,UI/UX Design,Annual,24999,Net Banking,Organic Search,Mobile,Freelancer,30,Other,Tier 2,18,Completed,98.9,,,2022-05-23,46,17,8,11.0,6.0,9,True,True,1073771.0,Tier 3
LRN-12016,2023-10-10,2023-10,Data Science & Analytics,Annual,24999,Debit Card,Organic Search,Desktop,Student,26,Male,Tier 2,24,Completed,97.2,,,2024-03-26,86,24,9,10.0,6.2,7,True,False,,
LRN-12017,2023-06-12,2023-06,UI/UX Design,Monthly,2999,Credit Card,Organic Search,Mobile,Working Professional,30,Male,Tier 1,18,Active,72.2,,,2023-09-11,28,10,1,5.8,3.2,8,False,False,,
LRN-12018,2023-08-12,2023-08,UI/UX Design,Monthly,2999,Net Banking,Organic Search,Desktop,Freelancer,26,Male,Tier 2,18,Completed,96.4,,,2023-12-16,68,18,11,9.1,3.8,8,True,True,578138.0,Tier 3
LRN-12019,2022-09-05,2022-09,Digital Marketing,Annual,24999,Net Banking,Social Media,Mobile,Working Professional,35,Other,Tier 1,16,Completed,97.5,,,2022-12-26,58,13,8,13.1,3.6,8,True,True,1014261.0,Startup
LRN-12020,2022-05-28,2022-05,Digital Marketing,Annual,24999,Debit Card,Social Media,Mobile,Working Professional,35,Male,Tier 2,16,Completed,98.1,,,2022-09-17,51,15,7,7.4,5.5,10,True,False,,
LRN-12021,2022-10-26,2022-10,UI/UX Design,Monthly,2999,UPI,Organic Search,Mobile,Student,24,Female,Tier 1,18,Active,22.2,,,2022-11-23,9,1,5,8.2,4.5,7,False,False,,
LRN-12022,2023-03-16,2023-03,Digital Marketing,Quarterly,7999,Debit Card,Paid Ads,Desktop,Freelancer,20,Male,Tier 3,16,Dropped,56.2,9.0,Poor mentor support,2023-05-18,5,4,0,0.9,1.6,1,False,False,,
LRN-12023,2022-01-02,2022-01,Data Science & Analytics,Monthly,2999,Net Banking,Social Media,Tablet,Student,31,Other,Tier 2,24,Completed,97.3,,,2022-06-19,83,24,7,8.2,6.5,9,True,False,,
LRN-12024,2023-09-22,2023-09,Data Science & Analytics,Monthly,2999,UPI,Organic Search,Mobile,Freelancer,35,Female,Tier 3,24,Dropped,95.8,23.0,Poor mentor support,2024-03-01,37,10,0,4.5,1.6,4,False,False,,
LRN-12025,2022-12-28,2022-12,Digital Marketing,Monthly,2999,UPI,Paid Ads,Desktop,Student,20,Female,Tier 1,16,Completed,96.3,,,2023-04-19,63,15,12,7.4,3.6,7,True,False,,
LRN-12026,2022-09-04,2022-09,UI/UX Design,Monthly,2999,Debit Card,Paid Ads,Desktop,Working Professional,25,Other,Tier 3,18,Completed,96.6,,,2023-01-08,63,15,6,7.1,3.9,10,True,True,1157364.0,Tier 2
LRN-12027,2023-08-08,2023-08,UI/UX Design,Monthly,2999,Debit Card,Referral,Mobile,Job Seeker,35,Other,Tier 3,18,Completed,95.5,,,2023-12-12,54,18,8,9.5,3.6,10,True,True,591479.0,Tier 3
LRN-12028,2023-03-03,2023-03,UI/UX Design,Quarterly,7999,Debit Card,Social Media,Mobile,Student,19,Other,Tier 2,18,Completed,96.7,,,2023-07-07,67,18,12,8.0,5.5,9,True,True,847868.0,Tier 1
LRN-12029,2022-07-11,2022-07,UI/UX Design,Quarterly,7999,UPI,Referral,Mobile,Working Professional,23,Other,Tier 2,18,Completed,99.9,,,2022-11-14,55,16,10,6.6,4.8,10,True,True,653889.0,Tier 2
LRN-12030,2023-11-12,2023-11,UI/UX Design,Quarterly,7999,Credit Card,Social Media,Desktop,Working Professional,32,Male,Tier 2,18,Dropped,5.6,1.0,Content too difficult,2023-11-19,3,1,2,4.0,1.3,5,False,False,,
LRN-12031,2023-11-16,2023-11,Web Development,Quarterly,7999,Credit Card,Organic Search,Desktop,Freelancer,24,Male,Tier 3,20,Completed,98.2,,,2024-04-04,52,20,8,9.7,5.0,10,True,True,1057457.0,Tier 2
LRN-12032,2022-03-29,2022-03,UI/UX Design,Annual,24999,Net Banking,Social Media,Tablet,Job Seeker,34,Other,Tier 2,18,Completed,97.4,,,2022-08-02,65,15,6,6.2,5.2,7,True,True,381623.0,Tier 1
LRN-12033,2023-06-21,2023-06,Digital Marketing,Monthly,2999,Debit Card,Referral,Desktop,Working Professional,29,Male,Tier 1,16,Completed,96.7,,,2023-10-11,48,16,4,10.5,4.7,7,True,False,,
LRN-12034,2023-01-05,2023-01,Data Science & Analytics,Quarterly,7999,Credit Card,Organic Search,Mobile,Job Seeker,35,Other,Tier 2,24,Completed,95.8,,,2023-06-22,71,22,8,13.0,5.7,10,True,True,1087956.0,Tier 3
LRN-12035,2022-03-11,2022-03,Digital Marketing,Annual,24999,UPI,Paid Ads,Tablet,Working Professional,33,Male,Tier 2,16,Completed,96.7,,,2022-07-01,45,13,8,7.6,6.3,9,True,True,803005.0,Tier 3
LRN-12036,2023-06-23,2023-06,UI/UX Design,Quarterly,7999,Debit Card,Social Media,Mobile,Freelancer,23,Female,Tier 2,18,Dropped,22.2,4.0,Got a job / no longer needed,2023-07-21,6,0,1,3.5,0.5,5,False,False,,
